AREAS;o3G-FREE MOBILE;o3G-BOUYGUES TELECOM;o3G-SFR;o3G-ORANGE;o4G-FREE MOBILE;o4G-BOUYGUES TELECOM;o4G-SFR;o4G-ORANGE;o5G-FREE MOBILE;o5G-BOUYGUES TELECOM;o5G-SFR;o5G-ORANGE
531700000;23.798850487165808;25.898749059562796;34.12335180145098;35.06830615902962;214.18965438449226;233.08874153606516;307.1101662130588;315.6147554312666;0.0;0.0;0.0;0.0
531470101;33.97321056842009;36.9708467950454;48.71158868266116;50.06052498464255;305.7588951157808;332.7376211554086;438.4042981439504;450.5447248617829;0.0;0.0;0.0;0.0
531010000;16.94982178163645;18.445394291780847;24.303053289846385;24.97606091941136;152.54839603472806;166.00854862602762;218.72747960861744;224.78454827470225;0.0;0.0;0.0;0.0
532610000;3.373705534474402;3.6713854345750843;4.837298376636091;4.971254331681398;30.36334981026961;33.04246891117576;43.53568538972481;44.74128898513258;0.0;0.0;0.0;0.0
530620202;34.285072899283556;37.310226390396814;49.15874423059039;50.52006330159136;308.565656093552;335.79203751357136;442.42869807531355;454.68056971432225;0.0;0.0;0.0;0.0
531810000;16.64496887189481;18.11364259588553;23.865948014849177;24.526851190645;149.80471984705326;163.0227833629698;214.7935321336426;220.741660715805;0.0;0.0;0.0;0.0
531200000;9.28785198346262;10.107368334944615;13.317140711582432;13.68592306974933;83.59066785116357;90.96631501450155;119.8542664042419;123.17330762774398;0.0;0.0;0.0;0.0
530960102;54.592077169183455;59.40902515469965;78.27540476463804;80.44303135812034;491.32869452265106;534.6812263922968;704.4786428817424;723.987282223083;0.0;0.0;0.0;0.0
530540101;69.41598989235347;75.54093017697289;99.53027962506562;102.28650275314436;624.743909031181;679.868371592756;895.7725166255906;920.5785247782993;0.0;0.0;0.0;0.0
531930000;11.543763515550905;12.562330884570104;16.55171974656196;17.0100750626206;103.89387163995815;113.06097796113094;148.96547771905765;153.0906755635854;0.0;0.0;0.0;0.0
531000000;24.04273281495914;26.164150416279067;34.47303602144877;35.42767394204274;216.38459533463225;235.47735374651162;310.2573241930389;318.8490654783846;0.0;0.0;0.0;0.0
532180000;16.746586508475424;18.224226494517378;24.011649773181677;24.676587766900553;150.7192785762788;164.0180384506564;216.1048479586351;222.08928990210498;0.0;0.0;0.0;0.0
530910000;9.369146092727103;10.195835453850083;13.433702118248421;13.805712330753762;84.32231483454392;91.76251908465076;120.90331906423579;124.25141097678386;0.0;0.0;0.0;0.0
532420000;5.345087684137155;5.816713068031611;7.6639124882848915;7.876143911037396;48.10578915723439;52.350417612284495;68.97521239456402;70.88529519933657;0.0;0.0;0.0;0.0
530050000;47.028642209480516;51.17822828678762;67.43077375624044;69.29808749102864;423.25777988532457;460.60405458108863;606.876963806164;623.6827874192578;0.0;0.0;0.0;0.0
531850000;46.967671627532184;51.111877947608555;67.343352701241;69.20824554527536;422.7090446477896;460.00690152847704;606.090174311169;622.8742099074783;0.0;0.0;0.0;0.0
530780000;17.39693938259087;18.931963445760655;24.94414102650897;25.63490185493537;156.5724544433178;170.3876710118459;224.4972692385807;230.71411669441835;0.0;0.0;0.0;0.0
531470106;32.93377109962576;35.83969207900451;47.22121591490458;48.52888035562502;296.4039398966318;322.5572287110406;424.99094323414124;436.75992320062517;0.0;0.0;0.0;0.0
532060000;4.085028990538282;4.4454727249975425;5.857210684962977;6.0194103654696445;36.76526091484453;40.009254524977884;52.7148961646668;54.1746932892268;0.0;0.0;0.0;0.0
531110000;9.470763729307658;10.306419352481864;13.579403876580832;13.955448907009226;85.23687356376891;92.75777417233678;122.2146348892275;125.59904016308303;0.0;0.0;0.0;0.0
531900000;9.409793147359325;10.240069013302795;13.491982821581386;13.865606961255947;84.68813832623393;92.16062111972518;121.42784539423248;124.79046265130353;0.0;0.0;0.0;0.0
531790000;7.031940451374356;7.652405785319153;10.082561676602937;10.361771076878094;63.287464062369196;68.87165206787238;90.74305508942643;93.25593969190285;0.0;0.0;0.0;0.0
530420000;16.94982178163645;18.445394291780847;24.303053289846385;24.97606091941136;152.54839603472806;166.00854862602762;218.72747960861744;224.78454827470225;0.0;0.0;0.0;0.0
531950000;10.100793076107095;10.992039523998898;14.482754778241791;14.883815679793102;90.90713768496384;98.9283557159901;130.34479300417613;133.9543411181379;0.0;0.0;0.0;0.0
531470104;39.741923794711376;43.24856412953885;56.98290544094646;58.56089359161882;357.67731415240235;389.2370771658497;512.8461489685182;527.0480423245695;0.0;0.0;0.0;0.0
530150000;39.08214302888117;42.53056741378246;56.0368962546458;57.58868722785137;351.7392872599305;382.7751067240421;504.33206629181217;518.2981850506624;0.0;0.0;0.0;0.0
531840000;3.353382007158291;3.6492686548487288;4.808158024969608;4.941307016430305;30.180438064424617;32.84341789363856;43.273422224726474;44.47176314787275;0.0;0.0;0.0;0.0
532450000;18.59602749424143;20.236853449615676;26.663421774831463;27.401793454749875;167.36424744817285;182.1316810465411;239.97079597348318;246.61614109274888;0.0;0.0;0.0;0.0
531760000;11.15761649654486;12.142112069769405;15.998053064898878;16.441076072849924;100.41854846890372;109.27900862792465;143.9824775840899;147.96968465564933;0.0;0.0;0.0;0.0
530230000;11.198263551177101;12.18634562922214;16.056333768231873;16.50097070335214;100.7843719605939;109.67711066299927;144.50700391408685;148.50873633016926;0.0;0.0;0.0;0.0
532030000;10.69017536827429;11.633426136063198;15.327824976569753;15.752287822074761;96.2115783144686;104.70083522456879;137.95042478912777;141.77059039867285;0.0;0.0;0.0;0.0
532130000;10.100793076107095;10.992039523998898;14.482754778241791;14.883815679793102;90.90713768496384;98.9283557159901;130.34479300417613;133.9543411181379;0.0;0.0;0.0;0.0
532760000;18.596027494241476;20.236853449615722;26.663421774831527;27.40179345474994;167.36424744817324;182.13168104654153;239.97079597348372;246.61614109274944;0.0;0.0;0.0;0.0
532300000;4.654087755389386;5.064742557335508;6.673140531624487;6.857935192500242;41.886789798504466;45.58268301601958;60.058264784620384;61.72141673250218;0.0;0.0;0.0;0.0
531390000;8.332646199605449;9.067879687805931;11.947544183257815;12.27839925294803;74.99381579644904;81.61091719025339;107.52789764932032;110.50559327653228;0.0;0.0;0.0;0.0
531720000;8.515557945450407;9.266930705343091;12.2098073482561;12.547925090207807;76.64002150905365;83.40237634808783;109.88826613430489;112.93132581187025;0.0;0.0;0.0;0.0
531990000;4.410205427596055;4.799341200619237;6.323456311626697;6.498567409487129;39.691848848364494;43.19407080557313;56.911106804640276;58.487106685384155;0.0;0.0;0.0;0.0
530840101;47.194118548675206;51.358305479440666;67.66803762493872;69.54192174378318;424.7470669380768;462.22474931496606;609.0123386244484;625.8772956940486;0.0;0.0;0.0;0.0
530220000;10.44629304048098;11.36802477934695;14.978140756571992;15.392920039061678;94.0166373643288;102.31222301412255;134.80326680914794;138.53628035155512;0.0;0.0;0.0;0.0
530970103;70.60393389616911;76.8336927693605;101.23358168936011;104.03697318229624;635.4354050655219;691.5032349242446;911.1022352042411;936.3327586406662;0.0;0.0;0.0;0.0
532010101;55.93101158496004;60.86610084245652;80.1952004343177;82.41599060019111;503.37910426464026;547.7949075821086;721.7568039088593;741.7439154017201;0.0;0.0;0.0;0.0
532580000;18.839909822034823;20.502254806332015;27.013105994829342;27.761161237763076;169.55918839831338;184.52029325698814;243.11795395346408;249.8504511398677;0.0;0.0;0.0;0.0
531730000;3.80049960811273;4.135837808828559;5.4492457616322225;5.600147951954346;34.204496473014565;37.222540279457036;49.04321185469001;50.40133156758912;0.0;0.0;0.0;0.0
532670000;23.697232850585255;25.788165160931015;33.977650043118565;34.918569582774154;213.27509565526728;232.09348644837914;305.7988503880671;314.2671262449674;0.0;0.0;0.0;0.0
