TIME_SLOTS;AREAS;FREE MOBILE;BOUYGUES TELECOM;SFR
0;920440109;False;False;False
0;920090106;False;False;False
0;920630104;False;False;False
0;920440121;False;False;False
0;920400505;False;False;False
0;920750103;False;False;False
0;920040702;False;False;False
0;920510402;False;False;False
0;920020306;False;False;False
0;920040602;False;False;False
0;920510406;False;False;False
0;920730102;False;False;False
0;920480101;False;False;False
0;920400102;False;False;False
0;920120203;False;False;False
0;920350112;False;False;False
0;920400201;False;False;False
0;920440107;False;False;False
0;920510304;False;False;False
0;920730115;False;False;False
0;920220105;False;False;False
0;920500511;False;False;False
0;920510303;False;False;False
0;920240102;False;False;False
0;920240101;False;False;False
0;920120706;False;False;False
0;920730110;False;False;False
0;920630706;False;False;False
0;920630703;False;False;False
0;920240103;False;False;False
0;920250304;False;False;False
0;920480211;False;False;False
0;920730114;False;False;False
0;920500502;False;False;False
0;920630806;False;False;False
0;920640111;False;False;False
0;920760103;False;False;False
0;920350101;False;False;False
0;920260403;False;False;False
0;920120204;False;False;False
0;920240503;False;False;False
0;920510103;False;False;False
0;920440105;False;False;False
0;920780108;False;False;False
0;920440114;False;False;False
0;920630704;False;False;False
0;920630804;False;False;False
0;920040501;False;False;False
0;920200101;False;False;False
0;920490102;False;False;False
0;920250111;False;False;False
0;920040302;False;False;False
0;920600106;False;False;False
0;920330102;False;False;False
0;920090112;False;False;False
0;920710107;False;False;False
0;920070105;False;False;False
0;920510302;False;False;False
0;920040201;False;False;False
0;920120101;False;False;False
0;920230502;False;False;False
0;920040102;False;False;False
0;920760101;False;False;False
0;920510309;False;False;False
0;920730113;False;False;False
0;920240201;False;False;False
0;920440126;False;False;False
0;920460102;False;False;False
0;920630603;False;False;False
0;920260702;False;False;False
0;920730105;False;False;False
0;920720102;False;False;False
0;920630801;False;False;False
0;920500203;False;False;False
0;920040103;False;False;False
0;920630401;False;False;False
0;920490108;False;False;False
0;920480206;False;False;False
0;920600110;False;False;False
0;920490111;False;False;False
0;920400502;False;False;False
0;920500802;False;False;False
0;920020201;False;False;False
0;920620301;False;False;False
0;920400204;False;False;False
0;920070104;False;False;False
0;920220104;False;False;False
0;920140102;False;False;False
0;920040403;False;False;False
0;920480202;False;False;False
0;920770101;False;False;False
0;920620101;False;False;False
0;920020107;False;False;False
0;920040104;False;False;False
0;920460109;False;False;False
0;920260705;False;False;False
0;920730116;False;False;False
0;920460104;False;False;False
0;920510407;False;False;False
0;920400501;False;False;False
0;920770104;False;False;False
0;920460101;False;False;False
0;920480201;False;False;False
0;920710102;False;False;False
0;920250402;False;False;False
0;920120604;False;False;False
0;920040304;False;False;False
0;920510404;False;False;False
0;920200103;False;False;False
0;920200106;False;False;False
0;920510405;False;False;False
0;920500804;False;False;False
0;920120705;False;False;False
0;920070107;False;False;False
0;920250211;False;False;False
0;920360101;False;False;False
0;920090108;False;False;False
0;920490107;False;False;False
0;920260204;False;False;False
0;920600109;False;False;False
0;920720104;False;False;False
0;920070102;False;False;False
0;920230104;False;False;False
0;920710104;False;False;False
0;920710101;False;False;False
0;920730111;False;False;False
0;920020202;False;False;False
0;920400101;False;False;False
0;920040203;False;False;False
0;920020407;False;False;False
0;920250306;False;False;False
0;920020304;False;False;False
0;920250305;False;False;False
0;920190114;False;False;False
0;920750102;False;False;False
0;920320110;False;False;False
0;920260601;False;False;False
0;920500503;False;False;False
0;920250108;False;False;False
0;920090103;False;False;False
0;920120201;False;False;False
0;920510201;False;False;False
0;920040402;False;False;False
0;920720108;False;False;False
0;920070108;False;False;False
0;920770102;False;False;False
0;920440122;False;False;False
0;920490110;False;False;False
0;920260301;False;False;False
0;920640107;False;False;False
0;920640106;False;False;False
0;920040701;False;False;False
0;920020205;False;False;False
0;920360204;False;False;False
0;920510305;False;False;False
0;920510401;False;False;False
0;920630504;False;False;False
0;920440106;False;False;False
0;920500601;False;False;False
0;920020305;False;False;False
0;920120107;False;False;False
0;920020204;False;False;False
0;920240504;False;False;False
0;920620302;False;False;False
0;920720107;False;False;False
0;920620102;False;False;False
0;920510306;False;False;False
0;920070113;False;False;False
0;920330107;False;False;False
0;920350102;False;False;False
0;920240401;False;False;False
0;920500401;False;False;False
0;920190107;False;False;False
0;920140107;False;False;False
0;920260503;False;False;False
0;920490106;False;False;False
0;920330108;False;False;False
0;920730104;False;False;False
0;920400402;False;False;False
0;920120403;False;False;False
0;920500605;False;False;False
0;920630601;False;False;False
0;920440123;False;False;False
0;920120506;False;False;False
0;920510409;False;False;False
0;920120102;False;False;False
0;920640112;False;False;False
0;920510101;False;False;False
0;920500205;False;False;False
0;920250302;False;False;False
0;920440113;False;False;False
0;920630702;False;False;False
0;920120105;False;False;False
0;920500407;False;False;False
0;920360401;False;False;False
0;920720109;False;False;False
0;920500303;False;False;False
0;920250203;False;False;False
0;920500504;False;False;False
0;920350104;False;False;False
0;920240501;False;False;False
0;920620306;False;False;False
0;920120207;False;False;False
0;920460111;False;False;False
0;920190104;False;False;False
0;920640109;False;False;False
0;920200111;False;False;False
0;920230302;False;False;False
0;920140106;False;False;False
0;920500103;False;False;False
0;920040401;False;False;False
0;920400203;False;False;False
0;920200107;False;False;False
0;920490101;False;False;False
0;920120106;False;False;False
0;920480209;False;False;False
0;920250206;False;False;False
0;920200109;False;False;False
0;920120601;False;False;False
0;920510411;False;False;False
0;920020401;False;False;False
0;920330103;False;False;False
0;920250104;False;False;False
0;920630106;False;False;False
0;920250101;False;False;False
0;920400301;False;False;False
0;920730108;False;False;False
0;920510104;False;False;False
0;920480106;False;False;False
0;920200108;False;False;False
0;920600105;False;False;False
0;920120103;False;False;False
0;920630101;False;False;False
0;920360404;False;False;False
0;920040706;False;False;False
0;920040305;False;False;False
0;920020203;False;False;False
0;920630802;False;False;False
0;920500602;False;False;False
0;920360502;False;False;False
0;920240202;False;False;False
0;920780106;False;False;False
0;920190102;False;False;False
0;920120501;False;False;False
0;920120707;False;False;False
0;920500206;False;False;False
0;920750105;False;False;False
0;920360201;False;False;False
0;920350106;False;False;False
0;920250103;False;False;False
0;920620203;False;False;False
0;920260603;False;False;False
0;920250401;False;False;False
0;920350108;False;False;False
0;920510403;False;False;False
0;920240301;False;False;False
0;920230401;False;False;False
0;920510307;False;False;False
0;920220107;False;False;False
0;920220102;False;False;False
0;920630201;False;False;False
0;920750109;False;False;False
0;920140101;False;False;False
0;920440120;False;False;False
0;920400701;False;False;False
0;920360302;False;False;False
0;920120402;False;False;False
0;920480210;False;False;False
0;920040202;False;False;False
0;920020403;False;False;False
0;920630301;False;False;False
0;920440118;False;False;False
0;920780103;False;False;False
0;920500606;False;False;False
0;920480207;False;False;False
0;920600101;False;False;False
0;920040707;False;False;False
0;920620401;False;False;False
0;920250403;False;False;False
0;920250210;False;False;False
0;920230303;False;False;False
0;920750110;False;False;False
0;920780104;False;False;False
0;920350110;False;False;False
0;920320104;False;False;False
0;920630103;False;False;False
0;920120401;False;False;False
0;920320103;False;False;False
0;920230105;False;False;False
0;920120304;False;False;False
0;920120206;False;False;False
0;920260504;False;False;False
0;920260101;False;False;False
0;920070110;False;False;False
0;920460110;False;False;False
0;920220101;False;False;False
0;920260203;False;False;False
0;920240502;False;False;False
0;920720106;False;False;False
0;920350103;False;False;False
0;920640105;False;False;False
0;920640110;False;False;False
0;920360202;False;False;False
0;920260406;False;False;False
0;920500801;False;False;False
0;920620205;False;False;False
0;920040703;False;False;False
0;920200102;False;False;False
0;920260505;False;False;False
0;920500301;False;False;False
0;920360501;False;False;False
0;920440115;False;False;False
0;920480105;False;False;False
0;920190108;False;False;False
0;920770103;False;False;False
0;920190109;False;False;False
0;920250204;False;False;False
0;920500508;False;False;False
0;920440108;False;False;False
0;920220108;False;False;False
0;920330104;False;False;False
0;920500701;False;False;False
0;920230202;False;False;False
0;920440104;False;False;False
0;920360503;False;False;False
0;920200104;False;False;False
0;920500704;False;False;False
0;920490115;False;False;False
0;920500101;False;False;False
0;920630202;False;False;False
0;920040604;False;False;False
0;920500607;False;False;False
0;920070117;False;False;False
0;920320108;False;False;False
0;920500501;False;False;False
0;920190101;False;False;False
0;920230402;False;False;False
0;920770105;False;False;False
0;920260202;False;False;False
0;920330105;False;False;False
0;920040502;False;False;False
0;920460107;False;False;False
0;920460108;False;False;False
0;920070106;False;False;False
0;920230103;False;False;False
0;920400202;False;False;False
0;920120504;False;False;False
0;920240304;False;False;False
0;920140105;False;False;False
0;920120301;False;False;False
0;920190110;False;False;False
0;920320101;False;False;False
0;920250208;False;False;False
0;920200105;False;False;False
0;920630602;False;False;False
0;920230506;False;False;False
0;920490112;False;False;False
0;920360301;False;False;False
0;920640108;False;False;False
0;920460103;False;False;False
0;920240104;False;False;False
0;920400404;False;False;False
0;920330106;False;False;False
0;920780101;False;False;False
0;920620103;False;False;False
0;920720103;False;False;False
0;920020405;False;False;False
0;920120602;False;False;False
0;920400103;False;False;False
0;920620201;False;False;False
0;920260304;False;False;False
0;920190103;False;False;False
0;920770106;False;False;False
0;920500510;False;False;False
0;920730109;False;False;False
0;920440125;False;False;False
0;920090109;False;False;False
0;920620404;False;False;False
0;920120404;False;False;False
0;920630805;False;False;False
0;920350105;False;False;False
0;920230501;False;False;False
0;920230507;False;False;False
0;920260701;False;False;False
0;920480205;False;False;False
0;920500702;False;False;False
0;920070103;False;False;False
0;920250107;False;False;False
0;920090101;False;False;False
0;920600107;False;False;False
0;920040303;False;False;False
0;920260502;False;False;False
0;920750108;False;False;False
0;920230201;False;False;False
0;920040105;False;False;False
0;920620403;False;False;False
0;920600104;False;False;False
0;920040404;False;False;False
0;920350109;False;False;False
0;920250212;False;False;False
0;920640104;False;False;False
0;920240303;False;False;False
0;920120305;False;False;False
0;920400401;False;False;False
0;920020308;False;False;False
0;920490105;False;False;False
0;920020303;False;False;False
0;920620304;False;False;False
0;920500703;False;False;False
0;920120502;False;False;False
0;920090104;False;False;False
0;920780109;False;False;False
0;920360203;False;False;False
0;920020301;False;False;False
0;920020404;False;False;False
0;920750107;False;False;False
0;920090105;False;False;False
0;920190112;False;False;False
0;920630707;False;False;False
0;920510408;False;False;False
0;920250102;False;False;False
0;920260501;False;False;False
0;920240405;False;False;False
0;920490109;False;False;False
0;920190105;False;False;False
0;920780102;False;False;False
0;920620204;False;False;False
0;920400601;False;False;False
0;920620202;False;False;False
0;920250202;False;False;False
0;920240402;False;False;False
0;920750101;False;False;False
0;920020106;False;False;False
0;920040704;False;False;False
0;920120406;False;False;False
0;920140108;False;False;False
0;920240203;False;False;False
0;920760104;False;False;False
0;920350111;False;False;False
0;920480212;False;False;False
0;920500803;False;False;False
0;920710105;False;False;False
0;920230304;False;False;False
0;920260201;False;False;False
0;920260703;False;False;False
0;920500805;False;False;False
0;920240302;False;False;False
0;920320102;False;False;False
0;920070101;False;False;False
0;920250109;False;False;False
0;920020402;False;False;False
0;920070109;False;False;False
0;920260303;False;False;False
0;920360403;False;False;False
0;920120505;False;False;False
0;920630502;False;False;False
0;920600108;False;False;False
0;920190106;False;False;False
0;920630102;False;False;False
0;920020406;False;False;False
0;920780110;False;False;False
0;920230102;False;False;False
0;920040101;False;False;False
0;920220103;False;False;False
0;920230101;False;False;False
0;920620402;False;False;False
0;920620303;False;False;False
0;920720105;False;False;False
0;920630302;False;False;False
0;920230301;False;False;False
0;920320109;False;False;False
0;920500509;False;False;False
0;920490117;False;False;False
0;920250207;False;False;False
0;920630503;False;False;False
0;920120202;False;False;False
0;920220106;False;False;False
0;920630705;False;False;False
0;920440116;False;False;False
0;920040601;False;False;False
0;920480107;False;False;False
0;920780105;False;False;False
0;920020103;False;False;False
0;920070116;False;False;False
0;920120205;False;False;False
0;920250205;False;False;False
0;920120702;False;False;False
0;920480103;False;False;False
0;920640103;False;False;False
0;920240602;False;False;False
0;920070112;False;False;False
0;920500505;False;False;False
0;920710106;False;False;False
0;920360103;False;False;False
0;920240404;False;False;False
0;920320105;False;False;False
0;920120701;False;False;False
0;920750104;False;False;False
